"Date","forecast_Sing_covid","forecast_Sing_economic","forecast_Sing_health","forecast_Sing_response","forecast_Sing_stringency","forecast_UK_covid","forecast_UK_economic","forecast_UK_health","forecast_UK_response","forecast_UK_stringency","forecast_US_covid","forecast_US_economic","forecast_US_health","forecast_US_response","forecast_US_stringency"
2021-09-08,71.1243522235464,108.779411482534,62.0307306415409,67.8717025147536,52.5145403883482,11140.1117752384,86.3397237584224,60.9067463480005,64.0859051162258,61.3914937814881,68806.4908764026,83.0130867445005,96.2398934048727,94.5855008555922,85.7248269798139
2021-09-09,70.4263148179824,108.717307765904,61.9872219184512,67.8258655456523,52.4647091586623,11146.4678124853,86.2948540173407,60.8881382305499,64.0640113496714,61.3901576719232,69193.1880109836,83.2084810785551,96.3701014921494,94.723859808866,85.8706087958953
2021-09-10,69.7422666094732,108.654220787143,61.944429059042,67.7805322438626,52.4156963132845,11152.2636812128,86.2513122323245,60.8698620236097,64.0425740990768,61.3890946572609,69572.3509938148,83.399483307413,96.4973685937396,94.8590963373899,86.0126696252734
2021-09-11,69.072194692414,108.590197497368,61.9023486833839,67.7357055152022,52.3675011608612,11157.5174808928,86.2090842506507,60.8519207451789,64.021594234415,61.3883063343578,69944.0407368489,83.5861680846915,96.6217621430105,94.9912787767544,86.1510933100782
2021-09-12,68.4160782657722,108.525284052433,61.860977236262,67.6913880128991,52.320122649774,11162.2468861758,86.1681559013211,60.8343172207154,64.0010724549124,61.3877941479563,70308.3212652123,83.7686104225472,96.7433488246501,95.1204748523528,86.2859628737798
2021-09-13,67.7738889591178,108.459525812691,61.8203109927905,67.6475821424634,52.2735593800706,11166.46915484,86.1285129990176,60.8170540855797,63.9810092916828,61.3875593920535,70665.2595428884,83.946885596851,96.8621945466565,95.2467516430137,86.417360479863
2021-09-14,67.1455911479633,108.392967343216,61.7803460639727,67.6042900665719,52.2278096151359,11170.2011356572,86.0901413479667,60.8001337875954,63.9614051104516,61.3876032114224,71014.9253020663,84.1210690570198,96.9783644145829,95.3701755471898,86.5453673935525
2021-09-15,66.531142258315,108.325652414468,61.7410784022017,67.5615137099557,52.1828712931136,11173.459276173,86.0530267457127,60.7835585897153,63.9422601143603,61.3879266032737,71357.3908762353,84.2912363403596,97.0919227079465,95.490812251605,86.6700639464703
2021-09-16,65.9304930613662,108.2576240034,61.7025038067009,67.5192547642901,52.1387420380816,11176.2596303728,86.0171549867992,60.7673305727682,63.9235743468314,61.388530419053,71692.7310371101,84.4574629907774,97.2029328587164,95.6087267022656,86.7915295041096
2021-09-17,65.3435879588981,108.188924294962,61.6646179289023,67.4775146930821,52.0954191709853,11178.6178662645,85.9825118663617,60.751451638297,63.9053476945006,61.3894153663553,72021.0228354527,84.6198244817214,97.3114574317925,95.7239830777435,86.909842436012
